x	PDF
1.01999963278043	0.0004010290818278238
1.020359359281558	0.00040070169420234854
1.0207190857826862	0.00040037430657687315
1.0210788122838144	0.0004000469189513978
1.0214385387849425	0.00039971953132592254
1.0217982652860707	0.0003993921437004472
1.0221579917871988	0.00039906475607497186
1.022517718288327	0.0003987373684494965
1.022877444789455	0.0003984099808240212
1.0232371712905832	0.00039808259319854585
1.0235968977917114	0.0003977552055730705
1.0239566242928395	0.0003974278179475952
1.0243163507939677	0.0003971004303221199
1.0246760772950958	0.0003967730426966445
1.025035803796224	0.0003964456550711692
1.025395530297352	0.0003961182674456939
1.0257552567984802	0.0003957908798202185
1.0261149832996084	0.00039546349219474316
1.0264747098007365	0.0003951361045692679
1.0268344363018647	0.0003948087169437925
1.0271941628029928	0.00039448132931831716
1.027553889304121	0.0003941539416928419
1.027913615805249	0.00039382655406736654
1.0282733423063772	0.00039349916644189115
1.0286330688075054	0.00039317177881641587
1.0289927953086335	0.00039284439119094053
1.0293525218097617	0.00039251700356546514
1.0297122483108898	0.00039218961593998986
1.030071974812018	0.0003918622283145145
1.030431701313146	0.0003915348406890392
1.0307914278142742	0.00039120745306356385
1.0311511543154024	0.0003908800654380885
1.0315108808165305	0.0003905526778126132
1.0318706073176587	0.00039022529018713784
1.0322303338187868	0.0003898979025616625
1.032590060319915	0.0003895705149361872
1.032949786821043	0.0003892431273107119
1.0333095133221712	0.0003889157396852365
1.0336692398232994	0.0003885883520597612
1.0340289663244275	0.0003882609644342859
1.0343886928255557	0.0003879335768088105
1.0347484193266838	0.0003876061891833352
1.035108145827812	0.00038727880155785987
1.03546787232894	0.00038695141393238453
1.0358275988300683	0.0003866240263069092
1.0361873253311964	0.00038629663868143386
1.0365470518323245	0.0003859692510559585
1.0369067783334527	0.0003856418634304832
1.0372665048345808	0.00038531447580500785
1.037626231335709	0.0003849870881795325
1.0379859578368371	0.00038465970055405723
1.0383456843379653	0.00038433231292858184
1.0387054108390934	0.0003840049253031065
1.0390651373402215	0.0003836775376776312
1.0394248638413497	0.00038335015005215583
1.0397845903424778	0.0003830227624266805
1.040144316843606	0.0003826953748012052
1.0405040433447341	0.0003823679871757299
1.0408637698458623	0.00038204059955025454
1.0412234963469904	0.0003817132119247792
1.0415832228481186	0.00038138582429930387
1.0419429493492467	0.00038105843667382854
1.0423026758503748	0.0003807310490483532
1.042662402351503	0.00038040366142287786
1.0430221288526311	0.0003800762737974026
1.0433818553537593	0.0003797488861719272
1.0437415818548874	0.00037942149854645185
1.0441013083560156	0.00037909411092097657
1.0444610348571437	0.0003787667232955012
1.0448207613582718	0.00037843933567002585
1.0451804878594	0.00037811194804455056
1.0455402143605281	0.00037778456041907523
1.0458999408616563	0.00037745717279359984
1.0462596673627844	0.00037712978516812456
1.0466193938639126	0.0003768023975426492
1.0469791203650407	0.00037647500991717383
1.0473388468661688	0.00037614762229169855
1.047698573367297	0.0003758202346662232
1.0480582998684251	0.0003754928470407478
1.0484180263695533	0.00037516545941527254
1.0487777528706814	0.0003748380717897972
1.0491374793718096	0.00037451068416432187
